"sold_price",".pred"
251000,278999.691764249
535000,478197.820473438
169900,177192.029697027
318337,348893.931946873
219000,252841.015522058
188000,166286.555568349
155000,219808.54766486
263783,253996.027999988
180000,163992.114676346
352500,350281.610275397
484000,512491.026070258
214890,228743.942065381
222593,239276.299078655
194900,227456.578000244
159900,160546.557357065
196917,202930.987281775
483928,448490.220278611
290000,236588.687971429
287000,260372.268255789
467500,404628.45008259
307900,338966.974461446
289000,235254.760988722
235000,234570.117531065
169500,181737.904612029
323000,348796.837546932
245000,248662.843683397
277700,280985.120599768
263000,286077.942743442
246900,290207.608769709
180000,197023.23198648
829000,284640.073978496
190000,182113.348208263
499900,391144.348451448
225000,231260.729830679
154000,162468.285331108
185000,208066.067447392
245500,250227.707518365
310000,291470.226041511
333000,357126.621871959
316500,331650.076418103
305000,217200.422835096
175000,187649.045966521
215000,264412.057338745
203215,208424.152715791
271000,322478.054012947
67000,76569.948560653
193500,199404.969494189
232900,248168.185737845
289900,290151.829692644
215000,230015.96739047
275000,246440.157650814
163000,165800.9693843
116000,125391.41600421
212500,245493.300635284
237757,234522.04089498
224000,282764.763801402
234900,249920.730754076
80000,128741.128583293
266016,374959.139830478
159900,140485.808385868
140000,167487.948828648
195000,197343.82869324
264900,301805.320541197
195000,226094.865908425
240000,221861.884867869
175000,174725.85640433
263000,255654.339528317
405000,479037.295306498
288000,321731.84824774
196000,223126.274532447
205000,257088.172470217
160000,156941.484375932
121000,81146.4868397167
510000,508415.333237116
235715,232556.604366281
194900,194521.469944449
385000,345420.231229279
818900,863717.87796553
338335,331995.108014001
307500,186135.904425425
258200,271339.695771396
344000,365395.027938593
370000,438352.822746818
60000,80814.3405511354
265000,219481.203782842
187500,199190.08447818
284900,231880.078767844
195000,271740.165333046
184900,169141.571322704
205000,268303.613660561
271000,302071.705370058
136000,103603.865053544
174000,196510.481330465
410000,414249.922801077
135000,132753.344752306
168000,171577.645963099
309900,394913.849708293
425000,476032.829337006
179900,202364.38267364
175000,185587.201278096
240000,257344.063782055
222000,248240.347945532
235000,263821.792677592
176000,165629.901524717
276000,292789.747323977
249300,261169.713799502
204500,200585.258661732
256000,284225.200198301
255000,292320.388576741
215900,242748.028541924
211000,214033.797008892
241900,364187.531709513
185000,150554.70317803
394809,323119.170952581
144000,227508.953418324
258900,320296.55154084
279000,311577.508023482
268000,321382.41593175
224900,239302.498826447
238482,255043.973480631
229000,250494.731019003
226080,234419.040779735
218000,258408.893717587
275000,327718.761296502
307500,328063.133127286
241800,281824.435443334
413000,445332.627577323
98000,101806.408903222
180000,205364.848828904
194000,220298.127637047
163000,168900.403618007
139000,138449.198887261
175000,237698.121349059
170000,191460.680296277
550000,609308.994077088
303000,312747.070218981
211000,271312.932027907
86000,161553.101133885
220000,248546.308321625
206403,230075.792327679
800000,852467.862617384
178665,191255.147189081
205000,225124.16799278
199000,241478.731230181
218000,227854.415104667
159400,198870.745914661
324000,316661.198608053
790413,526278.965200488
169900,156754.274727375
328000,329796.083352837
209900,227213.318625358
167000,139020.11846212
248305,346433.124949115
255000,286847.074504319
205000,210658.85131164
285000,308373.569975391
178900,224968.488336006
620000,492968.195591615
159697,166877.070946543
402500,417276.284971486
244000,240745.037050803
219900,247926.294585173
246894,260145.117396982
68000,135306.80399516
210000,215332.000896184
267000,297922.537633824
215000,244889.68484603
362000,602186.342026116
93000,100826.277816503
189900,217928.207988191
250000,199286.759342884
470000,417004.393345411
362260,438570.012629552
224500,216110.360942643
181000,172305.286930774
389900,423941.2426864
147000,138449.198887261
175000,203594.03303544
367000,456975.534482786
137000,217162.988369659
182500,213253.299002156
487000,520573.217368927
193000,210300.92013603
292000,348734.803430317
378000,350947.320181165
420000,424949.122893192
195000,190508.192223231
262900,255722.254088046
184500,190172.688815272
197000,206045.656077988
174000,166641.790886404
239857,247139.805041846
93000,156117.718845861
355000,306432.483714596
263000,286882.171002093
239900,262100.258917234
306500,343619.348334227
225000,250305.280327341
249900,262718.297707129
299900,332446.426425995
305000,340558.265131796
188000,214546.487609476
272000,300367.947392208
192000,222356.346574797
253717,251035.533552597
120000,107610.830185938
454351,574570.657839523
150000,156182.429097862
